id,name,email,twitter,group,area,chamber,start_date,end_date
antoni-fillet-adellach,Antoni Fillet Adellach,antoni.fillet@parlament.ad,,Demòcrata,Circumscripció parroquial,Consell General,2015-03-23,""
carine-montaner-raynaud,Carine Montaner Raynaud,carine.montaner@parlament.ad,,Liberal,Circumscripció parroquial,Consell General,2015-03-23,""
carles-ensenat-reig,Carles Enseñat Reig,carles.enseñat@parlament.ad,,Demòcrata,Circumscripció parroquial d'Encamp,Consell General,2015-03-23,""
carles-jordana-madero,Carles Jordana Madero,carles.jordana@parlament.ad,,Demòcrata,Circumscripció parroquial,Consell General,2015-03-23,""
carles-naudi-dareny-plandolit-balsells,Carles Naudi d'Areny-Plandolit Balsells,carles.naudi@parlament.ad,,Liberal,Circumscripció parroquial,Consell General,2015-03-23,""
conxita-marsol-riart,Conxita Marsol Riart,conxita.marsol@parlament.ad,,Demòcrata,Circumscripció nacional,Consell General,2015-03-23,""
ferran-costa-marimon,Ferran Costa Marimon,ferran.costa@parlament.ad,,Liberal,Circumscripció nacional,Consell General,2015-03-23,""
gerard-alis-eroles,Gerard Alís Eroles,gerard.alis@parlament.ad,,Mixt,Circumscripció nacional,Consell General,2015-03-23,""
joan-carles-camp-areny,Joan Carles Camp Areny,joancarles.camp@parlament.ad,,Liberal,Circumscripció nacional,Consell General,2015-03-23,""
jordi-gallardo-fernandez,Jordi Gallardo Fernàndez,jordi.gallardo@parlament.ad,,Liberal,Circumscripció nacional,Consell General,2015-03-23,""
m-i-sr-josep-anton-bardina-pau,Josep Anton Bardina Pau,pepbardina@gmail.com,,Demòcrata,Circumscripció parroquial d'Andorra la Vella,Consell General,2015-03-23,""
josep-majoral-obiols,Josep Majoral Obiols,josep.majoral@parlament.ad,,Liberal,Circumscripció parroquial,Consell General,2015-03-23,""
josep-pintat-forne,Josep Pintat Forné,josep.pintat@parlament.ad,,Liberal,Circumscripció nacional,Consell General,2015-03-23,""
judith-pallares-cortes,Judith Pallarés Cortés,judith.pallares@parlament.ad,,Liberal,Circumscripció parroquial,Consell General,2015-03-23,""
ladislau-baro-sola,Ladislau Baró Solà,ladislaubaro@andorra.ad,,Demòcrata,Circumscripció nacional,Consell General,2015-03-23,""
maria-martisella-gonzalez-1,Maria Martisella González,maria.martisella@parlament.ad,,Demòcrata,Circumscripció parroquial,Consell General,2015-03-23,""
marti-salvans-abetlla,Martí Salvans Abetlla,marti.salvans@parlament.ad,,Demòcrata,Circumscripció nacional,Consell General,2015-03-23,""
meritxell-mateu-pi,Meritxell Mateu Pi,meritxellmateupi@gmail.com,,Demòcrata,Circumscripció parroquial d'Ordino,Consell General,2015-03-23,""
meritxell-palmitjavila,Meritxell Palmitjavila Naudí,meritxell.palmitjavila@parlament.ad,,Demòcrata,Circumscripció parroquial,Consell General,2015-03-23,""
miquel-aleix-areny,Miquel Aleix Areny,miquel.aleix@parlament.ad,,Demòcrata,Circumscripció parroquial d'Escaldes-Engordany,Consell General,2015-03-23,""
monica-bonell-tuset,Mònica Bonell Tuset,monica_bonell@parlament.ad,,Demòcrata,Circumscripció parroquial,Consell General,2015-03-23,""
patricia-riberaygua-marme,Patrícia Riberaygua Marme,patricia.riberaygua@parlament.ad,,Demòcrata,Circumscripció nacional,Consell General,2015-03-23,""
pere-lopez-agras,Pere López Agràs,pere.lopez@parlament.ad,,Mixt,Circumscripció nacional,Consell General,2015-03-23,""
rosa-gili-casals,Rosa Gili Casals,rgilicasals@gmail.com,,Mixt,Circumscripció nacional,Consell General,2015-03-23,""
sofia-garralla-tomas,Sofia Garrallà Tomàs,sofia.garralla@parlament.ad,,Demòcrata,Circumscripció nacional,Consell General,2015-03-23,""
silvia-eloisa-bonet-perot,Sílvia Eloïsa Bonet Perot,silvia.bonet@parlament.ad,,Mixt,Circumscripció nacional,Consell General,2015-03-23,""
vicenc-mateu-zamora,Vicenç Mateu Zamora,v_mateu@parlament.ad,,Demòcrata,Circumscripció parroquial,Consell General,2015-03-23,""
victor-naudi-zamora,Víctor Naudi Zamora,victor.naudi@parlament.ad,,Mixt,Circumscripció nacional,Consell General,2015-03-23,""
