id,name,email,twitter,group,area,chamber,start_date,end_date
adao-silva,Adão Silva,adaosilva@psd.parlamento.pt,"",PSD,Bragança,Assembleia da República,2002,2005
alberto-costa,Alberto Costa,gp_ps@ps.parlamento.pt,"",PS,Porto,Assembleia da República,2002,2005
alberto-martins,Alberto Martins,"","",PS,Porto,Assembleia da República,2002,2005
ana-catarina-mendonca-mendes,Ana Catarina Mendonça Mendes,catarina@ps.parlamento.pt,"",PS,Setúbal,Assembleia da República,2002,2005
antonio-braga,António Braga,"","",PS,Braga,Assembleia da República,2002,2005
antonio-filipe,António Filipe,af@pcp.parlamento.pt,http://twitter.com/AntonioFilipe,PCP,Lisboa,Assembleia da República,2002,2005
armenio-santos,Arménio Santos,asantos@psd.parlamento.pt,"",PSD,Lisboa,Assembleia da República,2002,2005
assuncao-esteves,Assunção Esteves,"","",PSD,Vila Real,Assembleia da República,2002,2005
bruno-dias,Bruno Dias,"","",PCP,Setúbal,Assembleia da República,2002,2005
bruno-vitorino,Bruno Vitorino,"","",PSD,Setúbal,Assembleia da República,2002,2005
carlos-alberto-goncalves,Carlos Alberto Gonçalves,carlosgoncalves@psd.parlamento.pt,"",PSD,Europa,Assembleia da República,2002,2005
celeste-correia,Celeste Correia,ccorreia@ps.parlamento.pt,"",PS,Lisboa,Assembleia da República,2002,2005
correia-de-jesus,Correia de Jesus,cjesus@psd.parlamento.pt,"",PSD,Madeira,Assembleia da República,2002,2005
duarte-pacheco,Duarte Pacheco,dpacheco@psd.parlamento.pt,http://twitter.com/duartepacheco,PSD,Lisboa,Assembleia da República,2002,2005
eduardo-cabrita,Eduardo Cabrita,gp_ps@ps.parlamento.pt,"",PS,Setúbal,Assembleia da República,2002,2005
feliciano-barreiras-duarte,Feliciano Barreiras Duarte,"","",PSD,Leiria,Assembleia da República,2002,2005
fernando-jesus,Fernando Jesus,fernandojesus@ps.parlamento,"",PS,Porto,Assembleia da República,2002,2005
fernando-negrao,Fernando Negrão,f.negrao@psd.parlamento.pt,"",PSD,Faro,Assembleia da República,2002,2005
fernando-serrasqueiro,Fernando Serrasqueiro,"","",PS,Castelo Branco,Assembleia da República,2002,2005
ferro-rodrigues,Ferro Rodrigues,"","",PS,Lisboa,Assembleia da República,2002,2005
guilherme-silva,Guilherme Silva,gsilva@psd.parlamento.pt,"",PSD,Madeira,Assembleia da República,2002,2005
helder-amaral,Helder Amaral,hamaral@cds.parlamento.pt,http://twitter.com/helderamaralcds,CDS-PP,Viseu,Assembleia da República,2002,2005
heloisa-apolonia,Heloísa Apolónia,heloisa.apolonia@pev.parlamento.pt,http://twitter.com/HeloisaApolonia,PEV,Setúbal,Assembleia da República,2002,2005
hugo-velosa,Hugo Velosa,"","",PSD,Madeira,Assembleia da República,2002,2005
jeronimo-de-sousa,Jerónimo de Sousa,gp_pcp@pcp.parlamento.pt,"",PCP,Setúbal,Assembleia da República,2002,2005
joaquim-ponte,Joaquim Ponte,jponte@psd.parlamento.pt,"",PSD,Açores,Assembleia da República,2002,2005
jorge-lacao,Jorge Lacão,"","",PS,Santarém,Assembleia da República,2002,2005
jose-junqueiro,José Junqueiro,"","",PS,Viseu,Assembleia da República,2002,2005
jose-lello,José Lello,joselello@ps.parlamento.pt,http://twitter.com/joselello,PS,Porto,Assembleia da República,2002,2005
jose-magalhaes,José Magalhães,"","",PS,Porto,Assembleia da República,2002,2005
jose-de-matos-correia,José de Matos Correia,jmcorreia@psd.parlamento.pt,"",PSD,Lisboa,Assembleia da República,2002,2005
joao-rebelo,João Rebelo,jrebelo@cds.parlamento.pt,"",CDS-PP,Lisboa,Assembleia da República,2002,2005
joao-soares,João Soares,joaosoares@ps.parlamento.pt,"",PS,Lisboa,Assembleia da República,2002,2005
