id,name,email,twitter,group,area,chamber,start_date,end_date
403,Abel Sichula,asichula@parliament.gov.zm,,Patriotic Front,Nakonde,National Assembly,"",""
195,Alexander Bwalya Chikwanda,abchikwanda@parliament.gov.zm,,Patriotic Front,Nominated,National Assembly,"",""
359,Alfreda C Kansembe Mwamba,amwamba@parliament.gov.zm,,Patriotic Front,Lukashya,National Assembly,"",""
313,Allan Divide Mbewe,ambewe@parliament.gov.zm,,Movement for Multi-Party Democracy,Chadiza,National Assembly,"",""
213,Annie Chungu Munshya,amchungu@parliament.gov.zm,,Movement for Multi-Party Democracy,Lufwanyama,National Assembly,"",""
319,Austin Chiyobeka Milambo,amulambo@parliament.gov.zm,,United Party for National Development,Mwembeshi,National Assembly,"",""
281,Berina Katongo Kawandami,bkkawandami@parliament.gov.zm,,Patriotic Front,Chifubu,National Assembly,"",""
349,Boniface Mutale,bmutale@parliament.gov.zm,,Patriotic Front,Kwacha,National Assembly,"",""
222,Boyd Hamusonde,bhamusonde@parliament.gov.zm,,United Party for National Development,Nangoma,National Assembly,"",""
3391,Brian Kaimbi Chitafu,chitafub@parliament.gov.zm,,United Party for National Development,Kafulafuta,National Assembly,"",""
385,Brian Macloudine Muleya Ntundu,"",,United Party for National Development,Gwembe,National Assembly,"",""
211,Brig. Gen Brian Chituwo (Rtd) GCDS,bchituwo@parliament.gov.zm,,Movement for Multi-Party Democracy,Mumbwa,National Assembly,"",""
253,Brig. Gen. Benson Mathias Kapaya (Rtd),jmkapaya@parliament.gov.zm,,Patriotic Front,Chiengi,National Assembly,"",""
5,Carlos Jose Antonio,cjantonio@parliament.gov.zm,,United Party for National Development,Kaoma,National Assembly,"",""
370,Catherine Namugala,cnamugala@parliament.gov.zm,,Movement for Multi-Party Democracy,Mafinga,National Assembly,"",""
432,Charles Zulu,czulu@parliament.gov.zm,,Independent,Luangeni,National Assembly,"",""
309,Chifita Matafwali,cmatafwali@parliament.gov.zm,,Patriotic Front,Bangweulu,National Assembly,"",""
63,Chifumu Kingdom Banda,cbanda@parliament.gov.zm,,Forum for Democracy and Development,Chasefu,National Assembly,"",""
323,Chinga Miyutu,cmiyutu@parliament.gov.zm,,United Party for National Development,Kalabo Central,National Assembly,"",""
240,Chishimba Kambwili,ckambwili@parliament.gov.zm,,Patriotic Front,Roan,National Assembly,"",""
3340,Chitalu Chilufya,"",,Patriotic Front,Mansa Central,National Assembly,"",""
404,Chomba Freedom Sikazwe,fsikazwe@parliament.gov.zm,,Patriotic Front,Mpulungu,National Assembly,"",""
3352,Christabel Ngimbu,"",,Patriotic Front,Zambezi West,National Assembly,"",""
429,Christopher Bwalya Yaluma,cbyaluma@parliament.gov.zm,,Patriotic Front,Malole,National Assembly,"",""
231,Christopher Kalila Kalila,ckkalila@parliament.gov.zm,,Movement for Multi-Party Democracy,Lukulu East,National Assembly,"",""
341,Christopher Mulenga,cmulenga@parliament.gov.zm,,Patriotic Front,Chinsali,National Assembly,"",""
321,Clive Darius Miyanda,cdmiyanda@parliament.gov.zm,,United Party for National Development,Mapatizya,National Assembly,"",""
189,Col. Gerry Chanda (Rtd),fgchanda@parliament.gov.zm,,Patriotic Front,Kanyama,National Assembly,"",""
299,Col. Joseph Lungu,jlungu@parliament.gov.zm,,Patriotic Front,Msanzala,National Assembly,"",""
363,Conellius Mweetwa,cmweetwa@parliament.gov.zm,,United Party for National Development,Choma,National Assembly,"",""
196,Danny Ching'imbu,dchingimbu@parliament.gov.zm,,Movement for Multi-Party Democracy,Kabompo East,National Assembly,"",""
301,David Mabumba,dmabumba@parliament.gov.zm,,Patriotic Front,Mwense,National Assembly,"",""
3384,Davies Chisopa,"",,Patriotic Front,Mkushi South,National Assembly,"",""
361,Davies Mwango,dmwango@parliament.gov.zm,,Patriotic Front,Kanchibiya,National Assembly,"",""
367,Davies Mwila,dmwila@parliament.gov.zm,,Patriotic Front,Chipili,National Assembly,"",""
3363,Dawson Kafwaya,"",,United Party for National Development,Solwezi Central,National Assembly,"",""
292,Derick Livune,dlivune@parliament.gov.zm,,United Party for National Development,Katombola,National Assembly,"",""
